rec_time	UTC	Dikablis Professional_Eye Data_Original_Pupil X	Dikablis Professional_Eye Data_Original_Pupil Y	Dikablis Professional_Eye Data_Original_Left Eye_Pupil X	Dikablis Professional_Eye Data_Original_Left Eye_Pupil Y	Dikablis Professional_Eye Data_Original_Right Eye_Pupil X	Dikablis Professional_Eye Data_Original_Right Eye_Pupil Y
00:00:03.947	1440181478594			135.603	146.485		
00:00:03.956	1440181478603	154.174	148.337			172.878	150.778
00:00:03.964	1440181478611			135.47	145.895		
00:00:03.972	1440181478619	154.135	148.94			172.931	151.359
00:00:03.980	1440181478627			135.339	146.521		
00:00:03.989	1440181478636	154.125	148.4			172.79	150.922
00:00:03.997	1440181478644			135.46	145.878		
00:00:04.006	1440181478653	154.086	148.849			172.776	151.263
00:00:04.014	1440181478661			135.397	146.435		
00:00:04.022	1440181478669	154.1	148.232			172.809	150.589
00:00:04.030	1440181478677			135.391	145.875		
00:00:04.039	1440181478686	154.04	148.761			172.683	151.247
00:00:04.047	1440181478694			135.397	146.275		
