
Trajectories
120
,,Head:RForeHead,,,Head:RTemple,,,Head:LForeHead,,,Head:LTemple,,,Head:REye,,,Head:LEye,,,CalibrationPane:DLabCal1,,,CalibrationPane:DLabCal2,,,CalibrationPane:DLabCal3,,,CalibrationPane:DLabCal4,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1015,0,-130.787,214.757,1696.62,-222.527,207.668,1643.13,-88.6213,328.446,1705.36,-154.185,403.1,1655.12,-106.209,235.913,1617.28,-76.5307,313.344,1626.77,410.225,226.635,1635.5,323.516,-17.803,1636.03,317.247,-16.5299,1433.42,405.298,226.877,1434.3
1016,0,-130.798,214.744,1696.6,-222.528,207.653,1643.11,-88.6342,328.431,1705.38,-154.221,403.039,1655.13,-106.205,235.908,1617.28,-76.5376,313.343,1626.78,410.196,226.647,1635.54,323.523,-17.7978,1636.02,317.255,-16.5386,1433.41,405.312,226.859,1434.29
1017,0,-130.825,214.747,1696.59,-222.544,207.643,1643.1,-88.6613,328.421,1705.4,-154.204,403.11,1655.19,-106.214,235.901,1617.29,-76.5694,313.336,1626.78,410.153,226.667,1635.56,323.512,-17.8,1636.02,317.26,-16.543,1433.41,405.304,226.863,1434.3
1018,0,-130.829,214.712,1696.6,-222.548,207.624,1643.1,-88.6772,328.404,1705.41,-154.218,403.095,1655.2,-106.217,235.893,1617.28,-76.573,313.327,1626.78,410.128,226.668,1635.58,323.525,-17.8057,1636.02,317.268,-16.5433,1433.41,405.339,226.867,1434.28
1019,0,-130.849,214.691,1696.6,-222.557,207.606,1643.1,-88.6804,328.379,1705.41,-154.235,403.091,1655.24,-106.22,235.875,1617.28,-76.5754,313.322,1626.8,410.113,226.681,1635.61,323.539,-17.8027,1636.03,317.268,-16.5524,1433.41,405.317,226.861,1434.3
1020,0,-130.856,214.687,1696.59,-222.562,207.596,1643.09,-88.6831,328.367,1705.42,-154.239,403.078,1655.23,-106.24,235.874,1617.28,-76.5756,313.308,1626.8,410.085,226.689,1635.62,323.549,-17.8018,1636.03,317.242,-16.5361,1433.42,405.327,226.863,1434.3
1021,0,-130.86,214.654,1696.59,-222.557,207.575,1643.09,-88.6927,328.348,1705.42,-154.271,403.006,1655.22,-106.219,235.834,1617.26,-76.5745,313.286,1626.78,410.036,226.698,1635.68,323.559,-17.8187,1636.02,317.271,-16.5478,1433.42,405.329,226.852,1434.3
1022,0,-130.862,214.634,1696.59,-222.576,207.563,1643.08,-88.6833,328.325,1705.41,-154.304,402.956,1655.2,-106.226,235.809,1617.26,-76.5814,313.254,1626.77,411.027,226.356,1634.92,323.573,-17.8102,1636.02,317.263,-16.5457,1433.42,405.34,226.863,1434.29
1023,0,-130.867,214.613,1696.58,-222.574,207.554,1643.09,-88.688,328.312,1705.41,-154.309,402.935,1655.2,-106.228,235.795,1617.25,-76.5739,313.24,1626.77,411.053,226.362,1634.92,323.564,-17.8199,1636.03,317.268,-16.545,1433.41,405.337,226.844,1434.31
1024,0,-130.857,214.587,1696.58,-222.57,207.539,1643.1,-88.6756,328.28,1705.4,-154.307,402.907,1655.21,-106.213,235.748,1617.25,-76.573,313.221,1626.76,411.07,226.356,1634.92,323.583,-17.821,1636.03,317.288,-16.5561,1433.41,405.342,226.842,1434.31
1025,0,-130.867,214.539,1696.57,-222.579,207.517,1643.09,-88.6712,328.248,1705.38,-154.3,402.88,1655.2,-106.249,235.723,1617.23,-76.5665,313.195,1626.76,411.06,226.346,1634.91,323.59,-17.8241,1636.03,317.271,-16.5552,1433.41,405.343,226.848,1434.3
1026,0,-130.864,214.511,1696.56,-222.584,207.499,1643.07,-88.6677,328.215,1705.37,-154.3,402.866,1655.22,-106.247,235.689,1617.22,-76.5393,313.145,1626.75,411.058,226.329,1634.91,323.594,-17.8297,1636.02,317.268,-16.5553,1433.41,405.347,226.854,1434.3
1027,0,-130.861,214.472,1696.55,-222.588,207.484,1643.08,-88.6498,328.183,1705.37,-154.288,402.824,1655.23,-106.229,235.67,1617.22,-76.5265,313.118,1626.73,411.071,226.342,1634.92,323.593,-17.8296,1636.03,317.287,-16.5679,1433.41,405.351,226.85,1434.31
1028,0,-130.877,214.435,1696.54,-222.59,207.466,1643.06,-88.6499,328.143,1705.36,-154.276,402.798,1655.24,-106.262,235.639,1617.19,-76.5354,313.092,1626.72,411.073,226.343,1634.91,323.598,-17.837,1636.03,317.264,-16.5576,1433.42,405.344,226.858,1434.3
1029,0,-130.877,214.386,1696.52,-222.587,207.437,1643.04,-88.6412,328.095,1705.36,-154.273,402.764,1655.27,-106.251,235.591,1617.19,-76.4951,313.05,1626.73,411.066,226.323,1634.91,323.599,-17.8445,1636.03,317.28,-16.5672,1433.42,405.337,226.835,1434.3
1030,0,-130.881,214.342,1696.51,-222.589,207.411,1643.04,-88.6273,328.056,1705.35,-154.252,402.73,1655.26,-106.246,235.562,1617.16,-76.487,313.008,1626.72,411.061,226.329,1634.92,323.591,-17.8397,1636.02,317.282,-16.5642,1433.41,405.353,226.827,1434.29
1031,0,-130.874,214.301,1696.49,-222.594,207.394,1643.02,-88.6155,328.006,1705.35,-154.25,402.699,1655.28,-106.272,235.548,1617.14,-76.4712,312.968,1626.72,411.067,226.331,1634.92,323.583,-17.8424,1636.02,317.274,-16.5556,1433.42,405.338,226.841,1434.3
1032,0,-130.864,214.258,1696.49,-222.587,207.373,1643.01,-88.5901,327.957,1705.34,-154.225,402.664,1655.29,-106.261,235.502,1617.13,-76.4422,312.945,1626.72,411.045,226.335,1634.93,323.585,-17.837,1636.04,317.278,-16.5734,1433.42,405.346,226.838,1434.31
1033,0,-130.865,214.234,1696.46,-222.581,207.34,1643,-88.5716,327.921,1705.34,-154.223,402.647,1655.3,-106.255,235.461,1617.13,-76.4425,312.917,1626.71,411.062,226.343,1634.91,323.59,-17.8343,1636.03,317.282,-16.577,1433.42,405.359,226.835,1434.29
1034,0,-130.863,214.193,1696.46,-222.578,207.323,1642.98,-88.5624,327.889,1705.31,-154.205,402.628,1655.31,-106.244,235.429,1617.1,-76.4454,312.883,1626.69,411.047,226.345,1634.92,323.578,-17.8332,1636.02,317.28,-16.565,1433.41,405.356,226.839,1434.29
1035,0,-130.845,214.161,1696.44,-222.565,207.309,1642.97,-88.5367,327.857,1705.31,-154.187,402.595,1655.31,-106.237,235.385,1617.09,-76.4224,312.86,1626.68,411.044,226.349,1634.93,323.562,-17.8306,1636.04,317.288,-16.5666,1433.42,405.345,226.838,1434.31
1036,0,-130.837,214.126,1696.41,-222.56,207.277,1642.96,-88.5271,327.828,1705.3,-154.178,402.575,1655.31,-106.236,235.364,1617.06,-76.4141,312.825,1626.66,411.017,226.338,1634.92,323.576,-17.8256,1636.03,317.288,-16.5786,1433.42,405.357,226.84,1434.29
1037,0,-130.78,214.317,1696.15,-222.551,207.26,1642.94,-88.5092,327.801,1705.28,-154.154,402.557,1655.32,-106.235,235.341,1617.03,-76.3974,312.806,1626.63,411.03,226.351,1634.92,323.559,-17.82,1636.03,317.277,-16.5675,1433.42,405.344,226.833,1434.29
1038,0,-130.803,214.126,1696.32,-222.538,207.24,1642.93,-88.4873,327.762,1705.27,-154.136,402.535,1655.33,-106.214,235.31,1617.02,-76.3712,312.785,1626.64,411.03,226.341,1634.93,323.577,-17.8225,1636.03,317.29,-16.5711,1433.42,405.347,226.837,1434.3
1039,0,-130.789,214.097,1696.3,-222.533,207.217,1642.93,-88.4768,327.738,1705.26,-154.112,402.504,1655.32,-106.214,235.275,1617,-76.3747,312.764,1626.64,411.038,226.336,1634.92,323.565,-17.8216,1636.03,317.286,-16.5671,1433.42,405.352,226.835,1434.3
1040,0,-130.768,214.056,1696.29,-222.522,207.202,1642.92,-88.4498,327.714,1705.25,-154.082,402.492,1655.34,-106.2,235.248,1616.98,-76.3423,312.733,1626.61,411.037,226.345,1634.92,323.565,-17.8304,1636.03,317.288,-16.5687,1433.41,405.364,226.841,1434.28
1041,0,-130.753,214.03,1696.29,-222.512,207.182,1642.92,-88.4342,327.686,1705.25,-154.065,402.471,1655.36,-106.193,235.214,1616.98,-76.2868,312.676,1626.62,411.054,226.329,1634.93,323.582,-17.8343,1636.03,317.292,-16.5671,1433.41,405.366,226.833,1434.3
1042,0,-130.741,214.012,1696.28,-222.506,207.163,1642.92,-88.4263,327.661,1705.25,-154.062,402.471,1655.37,-106.186,235.193,1616.98,-76.2798,312.665,1626.62,411.029,226.334,1634.93,323.571,-17.8279,1636.02,317.283,-16.5806,1433.41,405.356,226.836,1434.29
1043,0,-130.735,213.998,1696.28,-222.486,207.154,1642.91,-88.4157,327.643,1705.25,-154.064,402.448,1655.37,-106.164,235.176,1616.96,-76.2819,312.633,1626.61,411.051,226.345,1634.91,323.57,-17.8335,1636.02,317.277,-16.5701,1433.4,405.348,226.838,1434.28
1044,0,-130.732,213.975,1696.29,-222.485,207.141,1642.92,-88.4111,327.63,1705.25,-154.061,402.43,1655.38,-106.168,235.158,1616.98,-76.268,312.642,1626.63,411.04,226.34,1634.94,323.576,-17.8328,1636.03,317.273,-16.5595,1433.42,405.341,226.849,1434.3
1045,0,-130.722,213.955,1696.3,-222.471,207.121,1642.91,-88.4056,327.612,1705.25,-154.063,402.417,1655.39,-106.157,235.159,1616.97,-76.26,312.623,1626.61,410.406,226.554,1635.41,323.568,-17.8269,1636.04,317.284,-16.5729,1433.41,405.35,226.838,1434.29
1046,0,-130.732,213.949,1696.3,-222.468,207.114,1642.9,-88.4084,327.605,1705.25,-154.063,402.423,1655.39,-106.172,235.139,1616.98,-76.2754,312.622,1626.6,411.018,226.339,1634.91,323.548,-17.8321,1636.03,317.292,-16.5763,1433.4,405.338,226.851,1434.27
1047,0,-130.713,213.94,1696.3,-222.466,207.115,1642.91,-88.4085,327.605,1705.26,-154.065,402.426,1655.4,-106.155,235.139,1616.98,-76.2767,312.63,1626.61,411.014,226.344,1634.93,323.577,-17.8228,1636.03,317.284,-16.5686,1433.42,405.341,226.843,1434.3
1048,0,-130.714,213.934,1696.31,-222.46,207.1,1642.91,-88.4163,327.61,1705.26,-154.066,402.411,1655.4,-106.159,235.141,1616.98,-76.2681,312.617,1626.61,411.026,226.354,1634.93,323.564,-17.8293,1636.04,317.281,-16.5603,1433.42,405.351,226.851,1434.3
1049,0,-130.72,213.926,1696.31,-222.475,207.095,1642.91,-88.4181,327.603,1705.25,-154.079,402.413,1655.4,-106.165,235.132,1616.98,-76.2865,312.624,1626.62,411.044,226.353,1634.91,323.576,-17.833,1636.02,317.289,-16.571,1433.4,405.361,226.853,1434.28
1050,0,-130.722,213.914,1696.32,-222.472,207.097,1642.91,-88.4238,327.603,1705.25,-154.089,402.408,1655.4,-106.168,235.134,1616.98,-76.3031,312.621,1626.61,411.069,226.334,1634.91,323.593,-17.838,1636.02,317.273,-16.5727,1433.41,405.359,226.839,1434.28
1051,0,-130.73,213.916,1696.33,-222.474,207.089,1642.91,-88.4316,327.605,1705.27,-154.091,402.408,1655.41,-106.173,235.129,1616.98,-76.3074,312.618,1626.63,411.078,226.324,1634.92,323.613,-17.851,1636.03,317.302,-16.574,1433.41,405.377,226.835,1434.29
1052,0,-130.748,213.927,1696.34,-222.495,207.105,1642.93,-88.4497,327.615,1705.27,-154.109,402.41,1655.41,-106.185,235.156,1616.99,-76.3382,312.666,1626.63,411.099,226.333,1634.93,323.633,-17.8462,1636.03,317.288,-16.5659,1433.42,405.366,226.846,1434.29
1053,0,-130.758,213.934,1696.34,-222.492,207.115,1642.92,-88.4681,327.627,1705.27,-154.109,402.415,1655.41,-106.196,235.15,1617.01,-76.3444,312.67,1626.65,411.113,226.336,1634.91,323.636,-17.8474,1636.02,317.293,-16.5581,1433.43,405.388,226.843,1434.28
1054,0,-130.779,213.943,1696.37,-222.515,207.123,1642.94,-88.4892,327.636,1705.3,-154.12,402.416,1655.41,-106.227,235.171,1617.03,-76.3629,312.68,1626.66,411.123,226.322,1634.93,323.636,-17.8645,1636.02,317.292,-16.5688,1433.42,405.374,226.831,1434.29
1055,0,-130.813,213.974,1696.38,-222.534,207.133,1642.96,-88.5126,327.646,1705.32,-154.132,402.42,1655.39,-106.238,235.164,1617.06,-76.3777,312.692,1626.67,411.112,226.331,1634.92,323.639,-17.8575,1636.01,317.301,-16.5715,1433.41,405.361,226.843,1434.29
1056,0,-130.822,213.992,1696.41,-222.545,207.152,1642.97,-88.5287,327.669,1705.33,-154.153,402.443,1655.39,-106.251,235.173,1617.09,-76.4051,312.692,1626.7,411.099,226.338,1634.91,323.637,-17.8496,1636.02,317.307,-16.5697,1433.42,405.383,226.846,1434.29
1057,0,-130.851,214.004,1696.44,-222.562,207.17,1642.99,-88.5573,327.686,1705.33,-154.162,402.448,1655.39,-106.275,235.182,1617.11,-76.418,312.699,1626.71,411.095,226.335,1634.91,323.626,-17.8373,1636.02,317.287,-16.5647,1433.41,405.369,226.844,1434.29
1058,0,-130.87,214.03,1696.46,-222.58,207.186,1643,-88.5678,327.713,1705.35,-154.174,402.466,1655.38,-106.295,235.196,1617.13,-76.4403,312.709,1626.72,411.095,226.332,1634.91,323.628,-17.8504,1636.03,317.283,-16.5632,1433.42,405.368,226.838,1434.29
1059,0,-130.878,214.038,1696.48,-222.602,207.207,1643.02,-88.5806,327.729,1705.35,-154.175,402.476,1655.37,-106.309,235.218,1617.16,-76.4552,312.724,1626.72,411.099,226.336,1634.92,323.622,-17.8571,1636.03,317.297,-16.5818,1433.42,405.378,226.847,1434.28
1060,0,-130.893,214.074,1696.49,-222.613,207.223,1643.04,-88.6017,327.759,1705.37,-154.206,402.5,1655.37,-106.319,235.246,1617.18,-76.4729,312.738,1626.73,411.098,226.331,1634.92,323.632,-17.8433,1636.02,317.304,-16.5793,1433.41,405.389,226.843,1434.29
1061,0,-130.918,214.09,1696.52,-222.631,207.24,1643.06,-88.6217,327.775,1705.38,-154.217,402.511,1655.36,-106.354,235.285,1617.19,-76.4936,312.764,1626.74,411.112,226.324,1634.91,323.643,-17.8574,1636.03,317.298,-16.5672,1433.41,405.385,226.843,1434.28
1062,0,-130.93,214.116,1696.52,-222.639,207.263,1643.05,-88.629,327.799,1705.38,-154.246,402.537,1655.35,-106.35,235.3,1617.2,-76.5217,312.791,1626.74,411.107,226.329,1634.91,323.657,-17.8549,1636.02,317.302,-16.5788,1433.41,405.38,226.846,1434.29
1063,0,-130.949,214.146,1696.54,-222.659,207.27,1643.09,-88.6521,327.833,1705.39,-154.278,402.549,1655.36,-106.369,235.309,1617.23,-76.5488,312.808,1626.76,411.116,226.331,1634.9,323.657,-17.8627,1636.02,317.308,-16.5821,1433.41,405.367,226.844,1434.28
1064,0,-130.951,214.166,1696.56,-222.662,207.285,1643.1,-88.6586,327.85,1705.4,-154.296,402.564,1655.34,-106.387,235.333,1617.25,-76.5446,312.83,1626.76,411.131,226.316,1634.92,323.662,-17.8653,1636.02,317.304,-16.582,1433.43,405.366,226.834,1434.3
1065,0,-130.96,214.182,1696.56,-222.666,207.301,1643.1,-88.683,327.879,1705.4,-154.337,402.574,1655.34,-106.374,235.36,1617.26,-76.5639,312.857,1626.77,411.124,226.313,1634.91,323.665,-17.8768,1636.02,317.294,-16.5775,1433.43,405.385,226.824,1434.29
1066,0,-130.983,214.194,1696.59,-222.685,207.315,1643.11,-88.7148,327.911,1705.41,-154.348,402.59,1655.34,-106.403,235.389,1617.27,-76.5956,312.88,1626.78,411.115,226.316,1634.91,323.664,-17.8744,1636.02,317.299,-16.586,1433.41,405.368,226.841,1434.28
1067,0,-130.999,214.246,1696.59,-222.688,207.328,1643.12,-88.7413,327.946,1705.44,-154.372,402.603,1655.34,-106.407,235.421,1617.28,-76.6197,312.912,1626.77,411.125,226.306,1634.91,323.654,-17.8768,1636.02,317.313,-16.5934,1433.4,405.375,226.826,1434.29
1068,0,-131.025,214.268,1696.62,-222.696,207.349,1643.12,-88.7716,327.97,1705.44,-154.381,402.624,1655.34,-106.413,235.441,1617.29,-76.6447,312.956,1626.78,411.108,226.315,1634.91,323.65,-17.8698,1636.02,317.3,-16.5849,1433.43,405.372,226.836,1434.3
1069,0,-131.037,214.282,1696.62,-222.72,207.363,1643.13,-88.7822,327.99,1705.45,-154.403,402.644,1655.34,-106.426,235.451,1617.31,-76.6461,312.97,1626.79,410.491,226.527,1635.39,323.651,-17.8789,1636.01,317.306,-16.5925,1433.42,405.373,226.815,1434.3
1070,0,-131.043,214.308,1696.63,-222.722,207.374,1643.13,-88.7947,328.007,1705.45,-154.408,402.666,1655.35,-106.432,235.473,1617.31,-76.6603,312.983,1626.79,410.489,226.526,1635.4,323.659,-17.8794,1636.01,317.31,-16.5993,1433.41,405.392,226.814,1434.28
1071,0,-131.049,214.33,1696.63,-222.745,207.391,1643.15,-88.8127,328.033,1705.46,-154.406,402.675,1655.32,-106.449,235.473,1617.32,-76.6773,312.997,1626.79,411.088,226.315,1634.91,323.65,-17.8824,1636.02,317.303,-16.5997,1433.41,405.395,226.82,1434.28
1072,0,-131.077,214.352,1696.65,-222.777,207.409,1643.16,-88.8285,328.047,1705.46,-154.408,402.685,1655.3,-106.472,235.486,1617.34,-76.7007,312.993,1626.81,411.109,226.317,1634.92,323.672,-17.8876,1636.02,317.311,-16.5949,1433.42,405.371,226.82,1434.28
1073,0,-131.086,214.354,1696.67,-222.782,207.428,1643.16,-88.8389,328.066,1705.47,-154.43,402.711,1655.31,-106.482,235.487,1617.35,-76.7118,313.005,1626.8,410.519,226.522,1635.39,323.672,-17.8958,1636.02,317.303,-16.5961,1433.42,405.376,226.816,1434.3
1074,0,-131.106,214.363,1696.67,-222.797,207.434,1643.16,-88.8547,328.079,1705.47,-154.416,402.707,1655.29,-106.513,235.494,1617.34,-76.7253,313.009,1626.81,411.123,226.302,1634.92,323.682,-17.895,1636.02,317.306,-16.5997,1433.42,405.39,226.82,1434.28
1075,0,-131.13,214.383,1696.67,-222.821,207.457,1643.17,-88.8651,328.08,1705.47,-154.43,402.691,1655.28,-106.531,235.525,1617.34,-76.7485,313.029,1626.8,411.135,226.302,1634.91,323.694,-17.9005,1636.02,317.322,-16.5949,1433.42,405.375,226.806,1434.29
1076,0,-131.133,214.391,1696.67,-222.828,207.467,1643.17,-88.8684,328.092,1705.48,-154.43,402.727,1655.29,-106.533,235.534,1617.35,-76.745,313.036,1626.81,411.139,226.298,1634.92,323.707,-17.9073,1636.03,317.31,-16.6019,1433.42,405.393,226.818,1434.27
1077,0,-131.16,214.407,1696.68,-222.847,207.475,1643.18,-88.8862,328.095,1705.49,-154.449,402.718,1655.29,-106.545,235.534,1617.36,-76.7686,313.068,1626.82,411.144,226.285,1634.91,323.701,-17.8935,1636.01,317.315,-16.5976,1433.42,405.399,226.816,1434.29
1078,0,-131.18,214.405,1696.67,-222.861,207.487,1643.17,-88.8892,328.104,1705.5,-154.444,402.716,1655.29,-106.567,235.549,1617.36,-76.789,313.077,1626.82,411.14,226.301,1634.91,323.715,-17.9002,1636.02,317.313,-16.5902,1433.41,405.38,226.812,1434.29
1079,0,-131.185,214.404,1696.68,-222.875,207.504,1643.16,-88.9071,328.109,1705.5,-154.452,402.724,1655.29,-106.573,235.548,1617.36,-76.7956,313.078,1626.82,411.144,226.304,1634.91,323.708,-17.8935,1636.02,317.322,-16.587,1433.42,405.404,226.819,1434.28
1080,0,-131.209,214.417,1696.7,-222.89,207.511,1643.17,-88.9274,328.116,1705.51,-154.457,402.732,1655.31,-106.578,235.559,1617.37,-76.791,313.076,1626.84,411.139,226.299,1634.92,323.692,-17.8909,1636.03,317.301,-16.5895,1433.43,405.408,226.816,1434.28
1081,0,-131.216,214.424,1696.69,-222.905,207.52,1643.18,-88.922,328.122,1705.52,-154.445,402.749,1655.3,-106.587,235.563,1617.37,-76.7878,313.074,1626.84,411.133,226.302,1634.91,323.694,-17.8901,1636.02,317.314,-16.592,1433.41,405.396,226.821,1434.29
1082,0,-131.229,214.439,1696.7,-222.898,207.528,1643.17,-88.9277,328.125,1705.51,-154.45,402.762,1655.29,-106.592,235.578,1617.37,-76.7976,313.086,1626.84,411.13,226.302,1634.91,323.698,-17.8815,1636.01,317.319,-16.5968,1433.41,405.394,226.818,1434.27
1083,0,-131.231,214.448,1696.71,-222.917,207.54,1643.18,-88.9281,328.145,1705.52,-154.447,402.752,1655.27,-106.596,235.588,1617.38,-76.768,313.085,1626.86,411.128,226.307,1634.92,323.689,-17.8913,1636.02,317.325,-16.6006,1433.41,405.39,226.824,1434.29
1084,0,-131.222,214.466,1696.73,-222.9,207.548,1643.18,-88.9305,328.166,1705.52,-154.443,402.774,1655.24,-106.568,235.588,1617.39,-76.7786,313.11,1626.84,410.533,226.521,1635.4,323.695,-17.8796,1636.02,317.302,-16.5784,1433.43,405.387,226.828,1434.28
1085,0,-131.216,214.491,1696.74,-222.898,207.538,1643.21,-88.9286,328.178,1705.53,-154.425,402.781,1655.24,-106.556,235.592,1617.41,-76.7708,313.104,1626.85,410.539,226.523,1635.4,323.715,-17.8862,1636.02,317.318,-16.5893,1433.42,405.377,226.83,1434.3
1086,0,-131.222,214.501,1696.76,-222.877,207.541,1643.2,-88.9238,328.185,1705.55,-154.432,402.789,1655.24,-106.537,235.574,1617.45,-76.7408,313.111,1626.87,411.175,226.303,1634.91,323.721,-17.8887,1636.02,317.327,-16.5779,1433.42,405.398,226.826,1434.29
1087,0,-131.219,214.501,1696.78,-222.877,207.543,1643.22,-88.9274,328.2,1705.56,-154.396,402.831,1655.26,-106.521,235.583,1617.47,-76.7254,313.12,1626.89,411.172,226.309,1634.92,323.72,-17.8971,1636.02,317.324,-16.5781,1433.42,405.396,226.835,1434.3
1088,0,-131.209,214.494,1696.8,-222.86,207.539,1643.22,-88.9145,328.188,1705.57,-154.388,402.821,1655.28,-106.498,235.565,1617.48,-76.7211,313.109,1626.9,410.593,226.519,1635.38,323.757,-17.8964,1636.01,317.315,-16.5887,1433.43,405.393,226.828,1434.3
1089,0,-131.196,214.472,1696.79,-222.837,207.529,1643.21,-88.9034,328.172,1705.58,-154.393,402.777,1655.27,-106.489,235.573,1617.47,-76.706,313.105,1626.91,410.626,226.508,1635.38,323.761,-17.8988,1636.02,317.327,-16.5891,1433.42,405.418,226.824,1434.28
1090,0,-131.18,214.456,1696.79,-222.831,207.518,1643.2,-88.8812,328.151,1705.59,-154.371,402.802,1655.32,-106.474,235.56,1617.46,-76.6895,313.091,1626.9,410.629,226.507,1635.37,323.784,-17.9039,1636.01,317.335,-16.5929,1433.42,405.413,226.822,1434.29
1091,0,-131.156,214.435,1696.77,-222.821,207.512,1643.18,-88.867,328.136,1705.58,-154.365,402.755,1655.33,-106.471,235.55,1617.45,-76.6443,313.071,1626.91,411.234,226.286,1634.89,323.79,-17.9081,1636.01,317.338,-16.5994,1433.42,405.413,226.823,1434.3
1092,0,-131.14,214.412,1696.74,-222.809,207.506,1643.18,-88.8384,328.092,1705.57,-154.349,402.736,1655.34,-106.463,235.538,1617.44,-76.6492,313.072,1626.9,410.61,226.506,1635.39,323.782,-17.9036,1636.02,317.337,-16.6116,1433.42,405.429,226.812,1434.29
1093,0,-131.11,214.385,1696.72,-222.792,207.499,1643.17,-88.81,328.074,1705.55,-154.312,402.737,1655.35,-106.455,235.537,1617.41,-76.6254,313.046,1626.89,411.234,226.292,1634.9,323.781,-17.9016,1636.01,317.334,-16.5923,1433.43,405.435,226.816,1434.3
1094,0,-131.092,214.368,1696.69,-222.779,207.486,1643.16,-88.7722,328.043,1705.55,-154.283,402.722,1655.35,-106.442,235.515,1617.37,-76.5759,313.005,1626.87,411.229,226.281,1634.91,323.771,-17.906,1636.01,317.334,-16.5879,1433.43,405.438,226.809,1434.3
1095,0,-131.069,214.34,1696.68,-222.77,207.484,1643.16,-88.7375,328.025,1705.52,-154.265,402.721,1655.36,-106.428,235.502,1617.35,-76.5774,312.983,1626.85,411.215,226.287,1634.91,323.76,-17.9042,1636.01,317.349,-16.6105,1433.41,405.433,226.8,1434.28
1096,0,-131.044,214.33,1696.67,-222.75,207.474,1643.17,-88.7053,328.012,1705.5,-154.224,402.728,1655.36,-106.407,235.459,1617.35,-76.5471,312.951,1626.84,411.2,226.289,1634.91,323.757,-17.9028,1636.01,317.34,-16.5894,1433.42,405.417,226.819,1434.3
1097,0,-131.018,214.329,1696.65,-222.735,207.463,1643.16,-88.6675,327.998,1705.48,-154.202,402.714,1655.35,-106.397,235.461,1617.34,-76.5087,312.927,1626.83,411.193,226.298,1634.9,323.747,-17.9011,1636.02,317.337,-16.6013,1433.42,405.42,226.819,1434.3
1098,0,-130.999,214.319,1696.62,-222.704,207.459,1643.15,-88.6385,327.99,1705.45,-154.179,402.706,1655.34,-106.371,235.463,1617.28,-76.4846,312.915,1626.81,411.183,226.296,1634.91,323.742,-17.8919,1636.01,317.34,-16.6035,1433.42,405.406,226.812,1434.3
1099,0,-130.957,214.314,1696.6,-222.682,207.45,1643.14,-88.587,327.973,1705.43,-154.164,402.697,1655.33,-106.347,235.455,1617.26,-76.4554,312.889,1626.77,410.557,226.537,1635.39,323.738,-17.8986,1636.01,317.327,-16.5981,1433.42,405.396,226.829,1434.31
1100,0,-130.927,214.295,1696.59,-222.659,207.448,1643.14,-88.5658,327.972,1705.4,-154.136,402.695,1655.32,-106.314,235.465,1617.23,-76.4452,312.894,1626.76,411.173,226.299,1634.91,323.739,-17.9001,1636.01,317.326,-16.5861,1433.43,405.391,226.826,1434.32
